source_row_id,transaction_date,account,account_type,scenario,cash_type,coffee_name,source_amount,financial_line,amount,abs_amount,period,fiscal_year,fiscal_quarter
1460,2024-09-12,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1461,2024-09-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1462,2024-09-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1463,2024-09-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1464,2024-09-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1465,2024-09-13,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1466,2024-09-13,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1467,2024-09-14,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1468,2024-09-14,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1469,2024-09-15,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-09,2024,Q3
1470,2024-09-15,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1471,2024-09-15,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1472,2024-09-15,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1473,2024-09-15,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1474,2024-09-15,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1475,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1476,2024-09-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1477,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1478,2024-09-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1479,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1480,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1481,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1482,2024-09-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1483,2024-09-16,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1484,2024-09-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1485,2024-09-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1486,2024-09-17,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1487,2024-09-17,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1488,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1489,2024-09-17,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1490,2024-09-17,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1491,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1492,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1493,2024-09-17,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-09,2024,Q3
1494,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1495,2024-09-17,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1496,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1497,2024-09-17,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1498,2024-09-17,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1499,2024-09-17,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1500,2024-09-17,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1501,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1502,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1503,2024-09-17,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1504,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1505,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1506,2024-09-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1507,2024-09-17,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1508,2024-09-17,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1509,2024-09-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1510,2024-09-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1511,2024-09-18,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1512,2024-09-18,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1513,2024-09-19,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1514,2024-09-19,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1515,2024-09-19,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1516,2024-09-19,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1517,2024-09-19,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1518,2024-09-19,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1519,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1520,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1521,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1522,2024-09-20,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1523,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1524,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1525,2024-09-20,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1526,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1527,2024-09-21,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1528,2024-09-21,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1529,2024-09-21,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1530,2024-09-21,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1531,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1532,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1533,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1534,2024-09-21,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1535,2024-09-21,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1536,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1537,2024-09-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1538,2024-09-21,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1539,2024-09-21,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1540,2024-09-21,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1541,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1542,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1543,2024-09-22,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1544,2024-09-22,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1545,2024-09-22,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1546,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1547,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1548,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1549,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1550,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1551,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1552,2024-09-22,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1553,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1554,2024-09-22,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1555,2024-09-22,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1556,2024-09-22,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1557,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1558,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1559,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1560,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1561,2024-09-22,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1562,2024-09-22,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1563,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1564,2024-09-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1565,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1566,2024-09-23,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1567,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1568,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1569,2024-09-23,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1570,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1571,2024-09-23,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1572,2024-09-23,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1573,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1574,2024-09-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1575,2024-09-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1576,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1577,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1578,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1579,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1580,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1581,2024-09-24,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1582,2024-09-24,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1583,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1584,2024-09-24,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1585,2024-09-24,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1586,2024-09-24,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1587,2024-09-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1588,2024-09-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1589,2024-09-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1590,2024-09-25,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1591,2024-09-25,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1592,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1593,2024-09-25,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1594,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1595,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1596,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1597,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1598,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1599,2024-09-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1600,2024-09-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1601,2024-09-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1602,2024-09-26,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-09,2024,Q3
1603,2024-09-26,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1604,2024-09-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1605,2024-09-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1606,2024-09-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1607,2024-09-26,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1608,2024-09-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1609,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1610,2024-09-27,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1611,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1612,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1613,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1614,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1615,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1616,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-09,2024,Q3
1617,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1618,2024-09-27,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1619,2024-09-27,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1620,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1621,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1622,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1623,2024-09-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-09,2024,Q3
1624,2024-09-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1625,2024-09-28,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1626,2024-09-28,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-09,2024,Q3
1627,2024-09-28,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1628,2024-09-28,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1629,2024-09-28,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1630,2024-09-28,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1631,2024-09-28,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1632,2024-09-28,Unassigned,Unassigned,Actual,Card,Cappuccino,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1633,2024-09-28,Unassigned,Unassigned,Actual,Card,Cocoa,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1634,2024-09-28,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1635,2024-09-28,Unassigned,Unassigned,Actual,Card,Hot Chocolate,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1636,2024-09-29,Unassigned,Unassigned,Actual,Card,Americano,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1637,2024-09-29,Unassigned,Unassigned,Actual,Card,Cappuccino,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1638,2024-09-29,Unassigned,Unassigned,Actual,Card,Cappuccino,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1639,2024-09-29,Unassigned,Unassigned,Actual,Card,Cappuccino,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1640,2024-09-29,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1641,2024-09-29,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1642,2024-09-29,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1643,2024-09-29,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1644,2024-09-29,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1645,2024-09-29,Unassigned,Unassigned,Actual,Card,Cappuccino,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1646,2024-09-29,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1647,2024-09-30,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1648,2024-09-30,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1649,2024-09-30,Unassigned,Unassigned,Actual,Card,Hot Chocolate,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1650,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1651,2024-09-30,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1652,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1653,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1654,2024-09-30,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1655,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1656,2024-09-30,Unassigned,Unassigned,Actual,Card,Cortado,25.96,Unclassified Income,25.96,25.96,2024-09,2024,Q3
1657,2024-09-30,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-09,2024,Q3
1658,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1659,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1660,2024-09-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-09,2024,Q3
1661,2024-10-01,Unassigned,Unassigned,Actual,Card,Latte,35.76,Unclassified Income,35.76,35.76,2024-10,2024,Q4
1662,2024-10-01,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-10,2024,Q4
1663,2024-10-01,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-10,2024,Q4
1664,2024-10-01,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-10,2024,Q4
1665,2024-10-01,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-10,2024,Q4
1666,2024-10-01,Unassigned,Unassigned,Actual,Card,Americano With Milk,30.86,Unclassified Income,30.86,30.86,2024-10,2024,Q4
